"sex","year","agegroup","meanpop"
0,2011,28,36687.5
0,2011,29,35826.5
0,2011,30,34903
0,2011,31,34673
0,2011,32,34644.5
0,2011,33,34996.5
0,2011,34,35248.5
0,2011,35,35147.5
0,2011,36,33914
0,2011,37,31593.5
0,2011,38,30802
0,2011,39,31627.5
0,2011,40,32465.5
0,2011,41,33434.5
0,2011,42,35016
0,2011,43,36677
0,2011,44,37300.5
0,2011,45,37469.5
0,2011,46,37900.5
0,2011,47,38494
0,2011,48,38436
0,2011,49,37984.5
0,2011,50,37621
0,2011,51,37422.5
0,2011,52,36713.5
0,2011,53,36842.5
0,2011,54,38150
0,2011,55,38393
0,2011,56,37856
0,2011,57,37522
0,2011,58,38134
0,2011,59,38103
0,2011,60,37999.5
0,2011,61,39145
0,2011,62,39834
0,2011,63,39748.5
0,2011,64,38772.5
0,2011,65,35986.5
0,2011,66,30168.5
0,2011,67,25783.5
0,2011,68,22336.5
0,2011,69,24003.5
0,2011,70,23836
0,2011,71,20802.5
0,2011,72,21597
0,2011,73,20154
0,2011,74,18306
0,2011,75,17306.5
0,2011,76,16206.5
0,2011,77,14693
0,2011,78,13820
0,2011,79,13523
0,2011,80,12842.5
0,2011,81,11622.5
0,2011,82,10393
0,2011,83,9187.5
0,2011,84,7927
0,2011,85,6798
0,2011,86,5686.5
0,2011,87,4608
0,2011,88,3617.5
0,2011,89,2866
0,2011,90,2286.5
0,2011,91,1593.5
0,2011,92,1114
0,2011,93,857.5
0,2011,94,592
0,2011,95,426.5
0,2011,96,296
0,2011,97,179
0,2011,98,115.5
0,2011,99,70
0,2011,100,90
1,2011,0,29618.5
1,2011,1,29875.5
1,2011,2,29717.5
1,2011,3,29297
1,2011,4,29228.5
1,2011,5,29140.5
1,2011,6,28788
1,2011,7,28579
1,2011,8,28088.5
1,2011,9,27862.5
1,2011,10,28086.5
1,2011,11,28452.5
1,2011,12,28617.5
1,2011,13,29105
1,2011,14,29964
1,2011,15,30841
1,2011,16,32053
1,2011,17,32577
1,2011,18,33024
1,2011,19,33202.5
1,2011,20,33036.5
1,2011,21,32695
1,2011,22,32436
1,2011,23,31802
1,2011,24,31324.5
1,2011,25,32158.5
1,2011,26,33338
1,2011,27,34347.5
1,2011,28,34547
1,2011,29,33734
1,2011,30,32996
1,2011,31,32859
1,2011,32,32876
1,2011,33,33124
1,2011,34,33441.5
1,2011,35,33031.5
1,2011,36,32106.5
1,2011,37,30000.5
1,2011,38,28953
1,2011,39,30241
1,2011,40,31507.5
1,2011,41,32295
1,2011,42,33825.5
1,2011,43,35617.5
1,2011,44,36282.5
1,2011,45,36552.5
1,2011,46,36976
1,2011,47,37589
1,2011,48,37576
1,2011,49,37356
1,2011,50,37386.5
1,2011,51,37280
1,2011,52,36649.5
1,2011,53,36941
1,2011,54,38228.5
1,2011,55,38643.5
1,2011,56,38846
1,2011,57,38692
1,2011,58,38901
1,2011,59,38868
1,2011,60,38937.5
1,2011,61,40211.5
1,2011,62,41228
1,2011,63,41580.5
1,2011,64,41010.5
1,2011,65,38206.5
1,2011,66,32486
1,2011,67,28301.5
1,2011,68,24867.5
1,2011,69,27186.5
1,2011,70,27552.5
1,2011,71,24942.5
1,2011,72,26146
1,2011,73,24730
1,2011,74,23306.5
1,2011,75,22415
1,2011,76,21700.5
1,2011,77,20299
1,2011,78,19947.5
1,2011,79,20162.5
1,2011,80,20097
1,2011,81,19753.5
1,2011,82,18563
1,2011,83,17011
1,2011,84,15539
1,2011,85,14456.5
1,2011,86,12981.5
1,2011,87,11529.5
1,2011,88,10089
1,2011,89,8545
1,2011,90,7281
1,2011,91,5221.5
1,2011,92,3896
1,2011,93,3286
1,2011,94,2494.5
1,2011,95,1813
1,2011,96,1341
1,2011,97,933
1,2011,98,602.5
1,2011,99,412
1,2011,100,553
0,2012,0,30496.5
0,2012,1,31180
0,2012,2,31427.5
0,2012,3,31114.5
0,2012,4,30862.5
0,2012,5,30775.5
0,2012,6,30403.5
0,2012,7,30197
0,2012,8,29944.5
0,2012,9,29393.5
0,2012,10,29307.5
0,2012,11,29644
0,2012,12,29991
0,2012,13,29885
0,2012,14,30241.5
0,2012,15,31254.5
0,2012,16,32337.5
0,2012,17,33369.5
0,2012,18,33856
0,2012,19,34508.5
0,2012,20,34834
0,2012,21,34742
0,2012,22,34497
0,2012,23,34258
0,2012,24,33684.5
0,2012,25,33275
0,2012,26,34204
0,2012,27,35412
0,2012,28,36523
0,2012,29,36969.5
0,2012,30,36068
0,2012,31,35151.5
0,2012,32,34875.5
0,2012,33,34845.5
0,2012,34,35142
0,2012,35,35401.5
0,2012,36,35276.5
0,2012,37,33992.5
0,2012,38,31701
0,2012,39,30906.5
0,2012,40,31703
0,2012,41,32518
0,2012,42,33481
0,2012,43,35053.5
0,2012,44,36679.5
0,2012,45,37290.5
0,2012,46,37440
0,2012,47,37851.5
0,2012,48,38435.5
0,2012,49,38322.5
0,2012,50,37890
0,2012,51,37485.5
0,2012,52,37278
0,2012,53,36547.5
0,2012,54,36666
0,2012,55,37937
0,2012,56,38136.5
0,2012,57,37581
0,2012,58,37210
0,2012,59,37814
0,2012,60,37716
0,2012,61,37606
0,2012,62,38698.5
0,2012,63,39364.5
0,2012,64,39201.5
0,2012,65,38243
0,2012,66,35374.5
0,2012,67,29668.5
0,2012,68,25302.5
0,2012,69,21902
0,2012,70,23489
0,2012,71,23309.5
0,2012,72,20286
0,2012,73,20994
0,2012,74,19509
0,2012,75,17719
0,2012,76,16658.5
0,2012,77,15540.5
0,2012,78,13982.5
0,2012,79,13129
0,2012,80,12740.5
0,2012,81,12020.5
0,2012,82,10736
0,2012,83,9552
0,2012,84,8342
0,2012,85,7091
0,2012,86,6022.5
0,2012,87,4955.5
0,2012,88,3935
0,2012,89,3059.5
0,2012,90,2364
0,2012,91,1835
0,2012,92,1240.5
0,2012,93,880.5
0,2012,94,636.5
0,2012,95,425
0,2012,96,307.5
0,2012,97,199
0,2012,98,111.5
0,2012,99,71
0,2012,100,89
1,2012,0,29359
1,2012,1,29799.5
1,2012,2,30042
1,2012,3,29833.5
1,2012,4,29415
1,2012,5,29354.5
1,2012,6,29244
1,2012,7,28897
1,2012,8,28667.5
1,2012,9,28171
1,2012,10,27960.5
1,2012,11,28167.5
1,2012,12,28546
1,2012,13,28695.5
1,2012,14,29170.5
1,2012,15,30035.5
1,2012,16,30923.5
1,2012,17,32140.5
1,2012,18,32742.5
1,2012,19,33071.5
1,2012,20,33286.5
1,2012,21,33180
1,2012,22,32937
1,2012,23,32743
1,2012,24,32157.5
1,2012,25,31631
1,2012,26,32447
1,2012,27,33589.5
1,2012,28,34602
1,2012,29,34713.5
1,2012,30,33918.5
1,2012,31,33168.5
1,2012,32,33029.5
1,2012,33,33047.5
1,2012,34,33256.5
1,2012,35,33531
1,2012,36,33153
1,2012,37,32230
1,2012,38,30109
1,2012,39,29078.5
1,2012,40,30327.5
1,2012,41,31592.5
1,2012,42,32386
1,2012,43,33914.5
1,2012,44,35659.5
1,2012,45,36322.5
1,2012,46,36576
1,2012,47,37017
1,2012,48,37600.5
1,2012,49,37588.5
1,2012,50,37375.5
1,2012,51,37384.5
1,2012,52,37242.5
1,2012,53,36635.5
1,2012,54,36887
1,2012,55,38165
1,2012,56,38560
1,2012,57,38743
1,2012,58,38589.5
1,2012,59,38766
1,2012,60,38710
1,2012,61,38751.5
1,2012,62,40011
1,2012,63,41011
1,2012,64,41335.5
1,2012,65,40740.5
1,2012,66,37937.5
1,2012,67,32219
1,2012,68,28073
1,2012,69,24631.5
1,2012,70,26900.5
1,2012,71,27238
1,2012,72,24627.5
1,2012,73,25794.5
1,2012,74,24377
1,2012,75,22889
1,2012,76,21987
1,2012,77,21206.5
1,2012,78,19796.5
1,2012,79,19386
1,2012,80,19487
1,2012,81,19344.5
1,2012,82,18877.5
1,2012,83,17582.5
1,2012,84,15979
1,2012,85,14449
1,2012,86,13314.5
1,2012,87,11796
1,2012,88,10300
1,2012,89,8855.5
1,2012,90,7400
1,2012,91,6166
1,2012,92,4296.5
1,2012,93,3128.5
1,2012,94,2577.5
1,2012,95,1899
1,2012,96,1330
1,2012,97,963.5
1,2012,98,629
1,2012,99,418
1,2012,100,597.5
0,2013,0,30189.5
0,2013,1,30726.5
0,2013,2,31332
0,2013,3,31586.5
0,2013,4,31256.5
0,2013,5,31000.5
0,2013,6,30903.5
0,2013,7,30524
0,2013,8,30290.5
0,2013,9,30042
0,2013,10,29489.5
0,2013,11,29406.5
0,2013,12,29742
0,2013,13,30096.5
0,2013,14,29981.5
0,2013,15,30324.5
0,2013,16,31355.5
0,2013,17,32448.5
0,2013,18,33528.5
0,2013,19,34005
0,2013,20,34654.5
0,2013,21,34984.5
0,2013,22,34951
0,2013,23,34834.5
0,2013,24,34601
0,2013,25,34027
0,2013,26,33670
0,2013,27,34551
0,2013,28,35739.5
0,2013,29,36809
0,2013,30,37235.5
0,2013,31,36322.5
0,2013,32,35366.5
0,2013,33,35082
0,2013,34,35024.5
0,2013,35,35310
0,2013,36,35521
0,2013,37,35368.5
0,2013,38,34128.5
0,2013,39,31810.5
0,2013,40,30983
0,2013,41,31763
0,2013,42,32564.5
0,2013,43,33526.5
0,2013,44,35089.5
0,2013,45,36675.5
0,2013,46,37274.5
0,2013,47,37377.5
0,2013,48,37790.5
0,2013,49,38309
0,2013,50,38245.5
0,2013,51,37783
0,2013,52,37359.5
0,2013,53,37138.5
0,2013,54,36370
0,2013,55,36463
0,2013,56,37702.5
0,2013,57,37854.5
0,2013,58,37298
0,2013,59,36914.5
0,2013,60,37462.5
0,2013,61,37330.5
0,2013,62,37198.5
0,2013,63,38259.5
0,2013,64,38831
0,2013,65,38625
0,2013,66,37604
0,2013,67,34809
0,2013,68,29114
0,2013,69,24799
0,2013,70,21448.5
0,2013,71,22995
0,2013,72,22758.5
0,2013,73,19711
0,2013,74,20359
0,2013,75,18855
0,2013,76,17074
0,2013,77,16000
0,2013,78,14829
0,2013,79,13305
0,2013,80,12383.5
0,2013,81,11939
0,2013,82,11158
0,2013,83,9882.5
0,2013,84,8687
0,2013,85,7490
0,2013,86,6279
0,2013,87,5261.5
0,2013,88,4258.5
0,2013,89,3338.5
0,2013,90,2517.5
0,2013,91,1899.5
0,2013,92,1441
0,2013,93,963.5
0,2013,94,660.5
0,2013,95,464.5
0,2013,96,303
0,2013,97,212
0,2013,98,123
0,2013,99,69.5
0,2013,100,90
1,2013,0,28833.5
1,2013,1,29548
1,2013,2,29953.5
1,2013,3,30160.5
1,2013,4,29958
1,2013,5,29545.5
1,2013,6,29483
1,2013,7,29380.5
1,2013,8,28985.5
1,2013,9,28771.5
1,2013,10,28277.5
1,2013,11,28056.5
1,2013,12,28268.5
1,2013,13,28638
1,2013,14,28779
1,2013,15,29247.5
1,2013,16,30113.5
1,2013,17,31009
1,2013,18,32315.5
1,2013,19,32782
1,2013,20,33104
1,2013,21,33426
1,2013,22,33405.5
1,2013,23,33254
1,2013,24,33099.5
1,2013,25,32499
1,2013,26,31941
1,2013,27,32732.5
1,2013,28,33850.5
1,2013,29,34795
1,2013,30,34905
1,2013,31,34114
1,2013,32,33333
1,2013,33,33201.5
1,2013,34,33185
1,2013,35,33363.5
1,2013,36,33658.5
1,2013,37,33283.5
1,2013,38,32337
1,2013,39,30203
1,2013,40,29184
1,2013,41,30419.5
1,2013,42,31688
1,2013,43,32460.5
1,2013,44,33976.5
1,2013,45,35713
1,2013,46,36356.5
1,2013,47,36616
1,2013,48,37052
1,2013,49,37617.5
1,2013,50,37595
1,2013,51,37373
1,2013,52,37374
1,2013,53,37221
1,2013,54,36592
1,2013,55,36835
1,2013,56,38086
1,2013,57,38466.5
1,2013,58,38629.5
1,2013,59,38467.5
1,2013,60,38635.5
1,2013,61,38533.5
1,2013,62,38548
1,2013,63,39809.5
1,2013,64,40769.5
1,2013,65,41072.5
1,2013,66,40453.5
1,2013,67,37643.5
1,2013,68,31945
1,2013,69,27816.5
1,2013,70,24379
1,2013,71,26600.5
1,2013,72,26888.5
1,2013,73,24301.5
1,2013,74,25415.5
1,2013,75,23947
1,2013,76,22428
1,2013,77,21486
1,2013,78,20665
1,2013,79,19231
1,2013,80,18730.5
1,2013,81,18759.5
1,2013,82,18500
1,2013,83,17891.5
1,2013,84,16550
1,2013,85,14887.5
1,2013,86,13317.5
1,2013,87,12108.5
1,2013,88,10544
1,2013,89,9087
1,2013,90,7682.5
1,2013,91,6285.5
1,2013,92,5061
1,2013,93,3494.5
1,2013,94,2458
1,2013,95,1980.5
1,2013,96,1394.5
1,2013,97,954
1,2013,98,658.5
1,2013,99,427
1,2013,100,617.5
0,2014,0,29738
0,2014,1,30411.5
0,2014,2,30884
0,2014,3,31459.5
0,2014,4,31700.5
0,2014,5,31373.5
0,2014,6,31136
0,2014,7,31030
0,2014,8,30633
0,2014,9,30393.5
0,2014,10,30150
0,2014,11,29587.5
0,2014,12,29486
0,2014,13,29833
0,2014,14,30173.5
0,2014,15,30064
0,2014,16,30414
0,2014,17,31450.5
0,2014,18,32608
0,2014,19,33661
0,2014,20,34123
0,2014,21,34761.5
0,2014,22,35205
0,2014,23,35255
0,2014,24,35174.5
0,2014,25,34933.5
0,2014,26,34386.5
0,2014,27,33995.5
0,2014,28,34854
0,2014,29,36024
0,2014,30,37074
0,2014,31,37479
0,2014,32,36526.5
0,2014,33,35547.5
0,2014,34,35238.5
0,2014,35,35165.5
0,2014,36,35448.5
0,2014,37,35635
0,2014,38,35484
0,2014,39,34207.5
0,2014,40,31873.5
0,2014,41,31046
0,2014,42,31797.5
0,2014,43,32599
0,2014,44,33574
0,2014,45,35087
0,2014,46,36642
0,2014,47,37209.5
0,2014,48,37294.5
0,2014,49,37696.5
0,2014,50,38215
0,2014,51,38140
0,2014,52,37661
0,2014,53,37230.5
0,2014,54,36940
0,2014,55,36161.5
0,2014,56,36255
0,2014,57,37434
0,2014,58,37576
0,2014,59,37000
0,2014,60,36585
0,2014,61,37085
0,2014,62,36943
0,2014,63,36759.5
0,2014,64,37759
0,2014,65,38253.5
0,2014,66,38041.5
0,2014,67,37005
0,2014,68,34170
0,2014,69,28541
0,2014,70,24284
0,2014,71,20990
0,2014,72,22448.5
0,2014,73,22155.5
0,2014,74,19128.5
0,2014,75,19658.5
0,2014,76,18187
0,2014,77,16391
0,2014,78,15269.5
0,2014,79,14104
0,2014,80,12564
0,2014,81,11607
0,2014,82,11127
0,2014,83,10303.5
0,2014,84,9011.5
0,2014,85,7828.5
0,2014,86,6684
0,2014,87,5485.5
0,2014,88,4526.5
0,2014,89,3615.5
0,2014,90,2784.5
0,2014,91,2027.5
0,2014,92,1491
0,2014,93,1103
0,2014,94,716.5
0,2014,95,494
0,2014,96,335
0,2014,97,201
0,2014,98,136.5
0,2014,99,80
0,2014,100,94.5
1,2014,0,28301.5
1,2014,1,29037.5
1,2014,2,29696
1,2014,3,30074
1,2014,4,30268.5
1,2014,5,30072.5
1,2014,6,29689.5
1,2014,7,29629.5
1,2014,8,29467.5
1,2014,9,29098
1,2014,10,28883.5
1,2014,11,28370
1,2014,12,28139
1,2014,13,28369
1,2014,14,28729
1,2014,15,28852.5
1,2014,16,29309.5
1,2014,17,30181
1,2014,18,31176
1,2014,19,32347.5
1,2014,20,32806
1,2014,21,33236
1,2014,22,33639.5
1,2014,23,33707
1,2014,24,33571
1,2014,25,33450
1,2014,26,32790
1,2014,27,32219.5
1,2014,28,32993
1,2014,29,34103.5
1,2014,30,35002.5
1,2014,31,35126.5
1,2014,32,34260.5
1,2014,33,33483.5
1,2014,34,33345
1,2014,35,33296.5
1,2014,36,33472.5
1,2014,37,33763.5
1,2014,38,33387
1,2014,39,32417.5
1,2014,40,30301.5
1,2014,41,29284.5
1,2014,42,30514
1,2014,43,31755
1,2014,44,32514.5
1,2014,45,34015.5
1,2014,46,35767
1,2014,47,36380.5
1,2014,48,36637.5
1,2014,49,37061.5
1,2014,50,37611
1,2014,51,37569
1,2014,52,37355.5
1,2014,53,37339
1,2014,54,37197.5
1,2014,55,36541
1,2014,56,36749
1,2014,57,37983
1,2014,58,38363.5
1,2014,59,38505
1,2014,60,38338
1,2014,61,38472
1,2014,62,38350
1,2014,63,38337
1,2014,64,39570.5
1,2014,65,40513
1,2014,66,40775
1,2014,67,40164
1,2014,68,37299
1,2014,69,31663
1,2014,70,27536
1,2014,71,24112.5
1,2014,72,26255.5
1,2014,73,26542.5
1,2014,74,23941
1,2014,75,24974.5
1,2014,76,23474.5
1,2014,77,21927.5
1,2014,78,20937.5
1,2014,79,20068.5
1,2014,80,18569.5
1,2014,81,18030.5
1,2014,82,17945.5
1,2014,83,17558.5
1,2014,84,16881.5
1,2014,85,15420.5
1,2014,86,13749
1,2014,87,12104
1,2014,88,10827.5
1,2014,89,9328.5
1,2014,90,7850
1,2014,91,6531
1,2014,92,5219
1,2014,93,4080
1,2014,94,2742.5
1,2014,95,1883
1,2014,96,1484
1,2014,97,999
1,2014,98,671.5
1,2014,99,435.5
1,2014,100,629
0,2015,0,29005
0,2015,1,29920.5
0,2015,2,30572.5
0,2015,3,31000
0,2015,4,31534.5
0,2015,5,31797.5
0,2015,6,31502
0,2015,7,31223.5
0,2015,8,31133.5
0,2015,9,30704.5
0,2015,10,30482.5
0,2015,11,30236
0,2015,12,29665
0,2015,13,29560
0,2015,14,29887
0,2015,15,30248.5
0,2015,16,30143
0,2015,17,30497.5
0,2015,18,31623
0,2015,19,32759.5
0,2015,20,33773.5
0,2015,21,34236.5
0,2015,22,34953.5
0,2015,23,35505.5
0,2015,24,35578
0,2015,25,35495.5
0,2015,26,35253.5
0,2015,27,34678
0,2015,28,34242
0,2015,29,35125
0,2015,30,36262
0,2015,31,37260.5
0,2015,32,37640
0,2015,33,36693
0,2015,34,35663.5
0,2015,35,35353
0,2015,36,35284
0,2015,37,35546
0,2015,38,35702
0,2015,39,35573.5
0,2015,40,34276
0,2015,41,31929.5
0,2015,42,31073.5
0,2015,43,31821
0,2015,44,32604
0,2015,45,33560.5
0,2015,46,35028.5
0,2015,47,36574.5
0,2015,48,37124
0,2015,49,37203.5
0,2015,50,37610.5
0,2015,51,38097
0,2015,52,38005.5
0,2015,53,37518
0,2015,54,37060
0,2015,55,36753.5
0,2015,56,35953
0,2015,57,36028
0,2015,58,37157.5
0,2015,59,37267
0,2015,60,36679.5
0,2015,61,36234
0,2015,62,36692
0,2015,63,36508
0,2015,64,36255.5
0,2015,65,37205.5
0,2015,66,37674.5
0,2015,67,37442
0,2015,68,36335
0,2015,69,33512.5
0,2015,70,27963.5
0,2015,71,23753
0,2015,72,20488
0,2015,73,21874
0,2015,74,21500
0,2015,75,18495.5
0,2015,76,18964.5
0,2015,77,17448
0,2015,78,15664.5
0,2015,79,14531
0,2015,80,13341.5
0,2015,81,11811
0,2015,82,10833.5
0,2015,83,10295
0,2015,84,9426.5
0,2015,85,8133.5
0,2015,86,6986
0,2015,87,5824.5
0,2015,88,4715.5
0,2015,89,3831.5
0,2015,90,3028
0,2015,91,2261.5
0,2015,92,1606
0,2015,93,1147
0,2015,94,817.5
0,2015,95,525
0,2015,96,354
0,2015,97,222.5
0,2015,98,136.5
0,2015,99,94.5
0,2015,100,106
1,2015,0,27610
1,2015,1,28485.5
1,2015,2,29162
1,2015,3,29799
1,2015,4,30168
1,2015,5,30358
1,2015,6,30181.5
1,2015,7,29805.5
1,2015,8,29698
1,2015,9,29541.5
1,2015,10,29202.5
1,2015,11,28966.5
1,2015,12,28435
1,2015,13,28228.5
1,2015,14,28450
1,2015,15,28793.5
1,2015,16,28908.5
1,2015,17,29369.5
1,2015,18,30357.5
1,2015,19,31176
1,2015,20,32375
1,2015,21,32907
1,2015,22,33429.5
1,2015,23,33902
1,2015,24,33990.5
1,2015,25,33868.5
1,2015,26,33714
1,2015,27,33033.5
1,2015,28,32425.5
1,2015,29,33211
1,2015,30,34266.5
1,2015,31,35169.5
1,2015,32,35231
1,2015,33,34374.5
1,2015,34,33599
1,2015,35,33443.5
1,2015,36,33362.5
1,2015,37,33547.5
1,2015,38,33845.5
1,2015,39,33465
1,2015,40,32485.5
1,2015,41,30376
1,2015,42,29341
1,2015,43,30591.5
1,2015,44,31781
1,2015,45,32525
1,2015,46,34050
1,2015,47,35780
1,2015,48,36368
1,2015,49,36629
1,2015,50,37033
1,2015,51,37575.5
1,2015,52,37528
1,2015,53,37305
1,2015,54,37310.5
1,2015,55,37131
1,2015,56,36442
1,2015,57,36641.5
1,2015,58,37884
1,2015,59,38246
1,2015,60,38368.5
1,2015,61,38178.5
1,2015,62,38293.5
1,2015,63,38128
1,2015,64,38107.5
1,2015,65,39315.5
1,2015,66,40218
1,2015,67,40477
1,2015,68,39800
1,2015,69,36958.5
1,2015,70,31329
1,2015,71,27231
1,2015,72,23807.5
1,2015,73,25917
1,2015,74,26156
1,2015,75,23519.5
1,2015,76,24518
1,2015,77,22970
1,2015,78,21373.5
1,2015,79,20324.5
1,2015,80,19401
1,2015,81,17885
1,2015,82,17249.5
1,2015,83,17036.5
1,2015,84,16556.5
1,2015,85,15732
1,2015,86,14233.5
1,2015,87,12504
1,2015,88,10838
1,2015,89,9580.5
1,2015,90,8056.5
1,2015,91,6685.5
1,2015,92,5449.5
1,2015,93,4209
1,2015,94,3206
1,2015,95,2075.5
1,2015,96,1424
1,2015,97,1070.5
1,2015,98,703.5
1,2015,99,441.5
1,2015,100,644
0,2016,0,27756
0,2016,1,29166.5
0,2016,2,30084.5
0,2016,3,30697.5
0,2016,4,31105.5
0,2016,5,31647
0,2016,6,31904
0,2016,7,31584
0,2016,8,31313.5
0,2016,9,31209
0,2016,10,30794.5
0,2016,11,30581.5
0,2016,12,30315.5
0,2016,13,29755
0,2016,14,29645
0,2016,15,30021.5
0,2016,16,30462
0,2016,17,30531.5
0,2016,18,30789
0,2016,19,31818.5
0,2016,20,32923
0,2016,21,33947
0,2016,22,34475.5
0,2016,23,35328
0,2016,24,35891
0,2016,25,35985.5
0,2016,26,35870
0,2016,27,35621.5
0,2016,28,35007
0,2016,29,34572
0,2016,30,35404
0,2016,31,36491.5
0,2016,32,37447.5
0,2016,33,37802
0,2016,34,36814.5
0,2016,35,35802
0,2016,36,35462
0,2016,37,35381.5
0,2016,38,35593
0,2016,39,35803.5
0,2016,40,35644
0,2016,41,34321
0,2016,42,31969
0,2016,43,31087.5
0,2016,44,31817
0,2016,45,32592.5
0,2016,46,33494
0,2016,47,34977
0,2016,48,36518.5
0,2016,49,37035.5
0,2016,50,37106.5
0,2016,51,37474.5
0,2016,52,37963
0,2016,53,37842.5
0,2016,54,37365
0,2016,55,36899
0,2016,56,36539
0,2016,57,35750
0,2016,58,35784
0,2016,59,36862.5
0,2016,60,36951.5
0,2016,61,36335.5
0,2016,62,35844.5
0,2016,63,36268
0,2016,64,36001
0,2016,65,35739.5
0,2016,66,36611.5
0,2016,67,37069.5
0,2016,68,36792.5
0,2016,69,35649
0,2016,70,32847
0,2016,71,27351
0,2016,72,23185.5
0,2016,73,19952
0,2016,74,21231.5
0,2016,75,20816.5
0,2016,76,17850
0,2016,77,18223
0,2016,78,16710.5
0,2016,79,14898
0,2016,80,13779.5
0,2016,81,12549.5
0,2016,82,11035.5
0,2016,83,10027.5
0,2016,84,9402.5
0,2016,85,8525
0,2016,86,7255.5
0,2016,87,6086.5
0,2016,88,5005.5
0,2016,89,3968.5
0,2016,90,3174
0,2016,91,2464
0,2016,92,1823.5
0,2016,93,1239
0,2016,94,848.5
0,2016,95,583.5
0,2016,96,364.5
0,2016,97,241.5
0,2016,98,144.5
0,2016,99,93.5
0,2016,100,123.5
1,2016,0,26601.5
1,2016,1,27765.5
1,2016,2,28606
1,2016,3,29267.5
1,2016,4,29907
1,2016,5,30257.5
1,2016,6,30466
1,2016,7,30274.5
1,2016,8,29880.5
1,2016,9,29771.5
1,2016,10,29632.5
1,2016,11,29282
1,2016,12,29035.5
1,2016,13,28505.5
1,2016,14,28288.5
1,2016,15,28529.5
1,2016,16,28844
1,2016,17,28993.5
1,2016,18,29575.5
1,2016,19,30352.5
1,2016,20,31213
1,2016,21,32459.5
1,2016,22,33073.5
1,2016,23,33660
1,2016,24,34157.5
1,2016,25,34239.5
1,2016,26,34127
1,2016,27,33946
1,2016,28,33204
1,2016,29,32611
1,2016,30,33334
1,2016,31,34385
1,2016,32,35276.5
1,2016,33,35325
1,2016,34,34467.5
1,2016,35,33696
1,2016,36,33515
1,2016,37,33430.5
1,2016,38,33605
1,2016,39,33921.5
1,2016,40,33522.5
1,2016,41,32523.5
1,2016,42,30411
1,2016,43,29402
1,2016,44,30615
1,2016,45,31780
1,2016,46,32527
1,2016,47,34049
1,2016,48,35771.5
1,2016,49,36348.5
1,2016,50,36582.5
1,2016,51,37006
1,2016,52,37531.5
1,2016,53,37479
1,2016,54,37267.5
1,2016,55,37225
1,2016,56,37050
1,2016,57,36349
1,2016,58,36541
1,2016,59,37767.5
1,2016,60,38100
1,2016,61,38207.5
1,2016,62,37994.5
1,2016,63,38086.5
1,2016,64,37896.5
1,2016,65,37851
1,2016,66,39025
1,2016,67,39928.5
1,2016,68,40137
1,2016,69,39437.5
1,2016,70,36603.5
1,2016,71,30974.5
1,2016,72,26895
1,2016,73,23469
1,2016,74,25531
1,2016,75,25717
1,2016,76,23074.5
1,2016,77,24015.5
1,2016,78,22404
1,2016,79,20759
1,2016,80,19661.5
1,2016,81,18690.5
1,2016,82,17153
1,2016,83,16381.5
1,2016,84,16047.5
1,2016,85,15462.5
1,2016,86,14510
1,2016,87,12966.5
1,2016,88,11242.5
1,2016,89,9559.5
1,2016,90,8297
1,2016,91,6878
1,2016,92,5588.5
1,2016,93,4411
1,2016,94,3337.5
1,2016,95,2423.5
1,2016,96,1559.5
1,2016,97,1013
1,2016,98,743
1,2016,99,465
1,2016,100,663.5
